Id	Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	LifeParam	LifeReplenish	ARParam	DefenseParam	MinDamageParam	MaxDamageParam	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime
611	Thuy Tac	0	5	0	1			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
612	Thuy Tac	0	5	1	1			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
613	Thuy Tac	0	5	2	1			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
614	Thuy Tac	0	5	3	1			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
615	Thuy Tac	0	5	4	1			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
616	Son Tac Hoa Diem	0	5	4	1			165				boss049	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	8	8	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
617	Son Tac Hoa Diem	0	5	3	1			165				boss049	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	8	8	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
618	Son Tac Hoa Diem	0	5	2	1			165				boss049	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	8	8	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
619	Son Tac Hoa Diem	0	5	1	1			165				boss049	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	8	8	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
620	Son Tac Hoa Diem	0	5	0	1			165				boss049	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	8	8	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
621	Dao Thanh Chan Nhan	0	5	4	1			165				boss001	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
622	Co Bach	0	5	0	1			165				boss018	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	30	30	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
623	Hoang Nhan Tuyet Y	0	5	3	1			165				boss014	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	30	30	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
624	Doan Moc Due	0	5	3	1			165				boss015	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	25	25	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
625	Chung Linh Tu	0	5	2	1			165				boss005	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
626	Ha Linh Phieu	0	5	2	1			165				boss002	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
627	Truong Tong Chinh	0	5	4	1			112				enemy003	0	0	0	0	0	24	33	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
628	Dieu Nhu	0	5	2	1			165				enemy056	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
629	Lieu Thanh Thanh	0	5	0	1			263				enemy173	0	0	0	0	0	28	30	28	11	16	13	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
630	Vuong Ta	0	5	0	1			165				boss024	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	30	30	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
631	Huyen Giac	0	5	0	1			165				boss003	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	20	20	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
632	Duong Bat Nhiem	0	5	1	1			263				boss019	0	0	0	0	0	28	30	28	11	16	13	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	30	30	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
633	Bach Doanh Doanh	0	5	1	1			165				boss007	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
634	Thanh Tuyet Su Thai	0	5	2	1			165				boss004	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
635	Yen Hieu Trai	0	5	2	1			165				boss023	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	1	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
636	Ha Nhan Nga	0	5	3	1			165				boss013	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
637	Don Tu Nam	0	5	4	1			165				boss022	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	30	30	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
638	Tuyen Co Tu	0	5	4	1			165				boss017	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
639	Han Mong	0	5	0	1			165				boss009	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
640	Giang Phong	0	5	0	1			259				enemy150	0	0	0	0	0	36	40	31	11	19	14	53	1|0.1	53	1|0.1	53	1|0.1	53	1|0.1		\script\npclevelscript\standard.lua	100	200	0|1	100	100	100	100	6	6	12	12	400	10	700	1	80	40	30	0	0	0	20	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
641	Ky Tai	0	5	1	1			248				enemy139	0	0	0	0	0	36	40	31	11	19	14	53	1|0.1	53	1|0.1	53	1|0.1	53	1|0.1		\script\npclevelscript\standard.lua	100	200	0|1	100	100	100	100	6	6	12	12	400	10	700	1	80	40	30	0	0	0	20	0	0	0|10	0|10	0|10	0|10	0|10	50	50	50	50	95	180	100	\settings\droprate\quai10x.ini	10
642	Dao Phu	0	5	2	1			232				enemy123	0	0	0	0	0	36	40	31	11	19	14	53	1|0.1	53	1|0.1	53	1|0.1	53	1|0.1		\script\npclevelscript\standard.lua	100	200	0|1	100	100	100	100	6	6	12	12	400	10	700	1	80	40	30	0	0	0	20	0	0	0|10	0|10	0|10	0|10	0|10	50	50	50	50	95	180	100	\settings\droprate\quai10x.ini	10
643	Anh Con	0	5	1	1			246				enemy137	0	0	0	0	0	36	39	32	10	19	14	53	1|0.1	53	1|0.1	53	1|0.1	53	1|0.1		\script\npclevelscript\standard.lua	100	100	0|1	100	100	100	100	6	6	12	12	400	10	700	1	80	40	30	0	0	0	20	0	0	0|10	0|10	0|10	0|10	0|10	50	50	50	50	95	180	100	\settings\droprate\quai10x.ini	10
644	Thung Do	3	6	0	1							passerby202	0	0	0	0	0	32	50															100											400	10	700																					180	100		10
645	Kim Nhan Thu Kho	0	5	0	1			131				enemy172	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	8	8	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|25	0|25	0|25	0|100	0|25	95	95	95	95	95	180	115	\settings\droprate\quai10x.ini	10
646	Moc Nhan Thu Kho	0	5	1	1			131				enemy172	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	8	8	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|25	0|25	0|25	0|100	0|25	95	95	95	95	95	180	115	\settings\droprate\quai10x.ini	10
647	Thuy Nhan Thu Kho	0	5	2	1			131				enemy172	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	8	8	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|25	0|25	0|25	0|100	0|25	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
648	Hoa Nhan Thu Kho	0	5	3	1			131				enemy172	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	8	8	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|25	0|25	0|25	0|100	0|25	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
649	Tho Nhan Thu Kho	0	5	4	1			131				enemy172	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	8	8	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|25	0|25	0|25	0|100	0|25	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
650	Kim Quoc Manh Tuong	0	5	0	1			131				boss015	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
651	Duong Cung Ky Binh	0	5	4	1			165				boss030	0	0	0	0	0	24	29	24	7	22	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	500	0|0.5	100	100	100	100	8	8	18	18	500	10	800	1	50	25	25	25	25	30	50	0	0	80|0	80|0	80|0	80|0	80|0	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
652	Duong Thuong Ky Binh	0	5	3	1			165				boss031	0	0	0	0	0	24	29	24	7	22	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	500	0|0.5	100	100	100	100	8	8	18	18	500	10	800	1	50	25	25	25	25	30	50	0	0	80|0	80|0	80|0	80|0	80|0	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
653	Duong Dao Ky Binh	0	5	2	1			165				boss032	0	0	0	0	0	24	29	24	7	22	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	500	0|0.5	100	100	100	100	8	8	18	18	500	10	800	1	50	25	25	25	25	30	50	0	0	80|0	80|0	80|0	80|0	80|0	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
654	Duong Nu Tuong Linh	0	5	1	1			165				enemy100	0	0	0	0	0	24	29	24	7	22	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	500	0|0.5	100	100	100	100	8	8	18	18	500	10	800	1	50	25	25	25	25	30	50	0	0	80|0	80|0	80|0	80|0	80|0	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
655	Truong Ca Mon Ho Ve	0	5	0	1			165				boss041	0	0	0	0	0	24	29	24	7	22	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	500	0|0.5	100	100	100	100	8	8	18	18	500	10	800	1	50	25	25	25	25	30	50	0	0	80|0	80|0	80|0	80|0	80|0	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
656	Kim Phong	0	5	0	1							boss041	0	0	0	0	0	36	40	31	11	19	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	200	0|2	100	100	100	100	6	6	10	10	400	10	700	1	80	40	30	0	0	0	20	0	0	0|10	0|30	0|30	0|30	0|30	90	75	60	75	75	180	100	\settings\droprate\quai10x.ini	10
657	Loi Kiem	0	5	1	1							boss040	0	0	0	0	0	36	40	31	11	19	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	200	0|2	100	100	100	100	6	6	10	10	400	10	700	1	80	40	30	0	0	0	20	0	0	0|10	0|30	0|30	0|30	0|30	90	75	60	75	75	180	100	\settings\droprate\quai10x.ini	10
658	Hai Duong	0	5	2	1							boss037	0	0	0	0	0	36	40	31	11	19	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	200	0|2	100	100	100	100	6	6	10	10	400	10	700	1	80	40	30	0	0	0	20	0	0	0|10	0|30	0|30	0|30	0|30	90	75	60	75	75	180	100	\settings\droprate\quai10x.ini	10
659	Hoa Dao	0	5	3	1							boss039	0	0	0	0	0	36	40	31	11	19	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	200	0|2	100	100	100	100	6	6	10	10	400	10	700	1	80	40	30	0	0	0	20	0	0	0|10	0|30	0|30	0|30	0|30	90	75	60	75	75	180	100	\settings\droprate\quai10x.ini	10
660	Tieu Suong	0	5	4	1							boss042	0	0	0	0	0	36	40	31	11	19	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	200	0|2	100	100	100	100	6	6	10	10	400	10	700	1	80	40	30	0	0	0	20	0	0	0|10	0|30	0|30	0|30	0|30	90	75	60	75	75	180	100	\settings\droprate\quai10x.ini	10
661	Thu Linh Tho Phi	0	5	0	1			131				boss015	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|30	0|30	0|30	0|30	0|30	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
662	Kim Quan Dau Dau	0	5	0	1			131				boss011	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|30	0|30	0|30	0|30	0|30	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
663	Phong Ky Tieu Chi	3	6	0	1							passerby201	0	0	0	0	0	40	40															100												10																						180	100		10
664	Nguyet Lao	3	6	0	1							passerby192	0	0	0	0	0	40	40															100												10																						180	100		10
665	Thanh Dan Thien Su	3	6	0	1							enemy196	0	0	0	0	0	40	40															100												10																						180	100		10
666	Da Tau	3	6	0	1							enemy081	0	0	0	0	0	40	40															100												10																						180	100		10
667	Phuc Duyen Tuyet Nhan	3	6	0	1							boss068	0	0	0	0	0	40	40															100												10																						180	100		10
668	Duong Mon Ky Tuong	3	6	2	1							boss010	0	0	0	0	0	33	38															100												10																						180	100		10
669	Su Gia Bang Hoi	3	6	2	1							boss049	0	0	0	0	0	36	40															100												10																						180	100		10
670	Su Gia Vuot Ai	3	6	0	1							enemy090	0	0	0	0	0	22	30															100												10																						180	100		10
671	Bao Ruong	3	6	0	1							passerby226	0	0	0	0	0	22	30															100												10																						180	100		10
672	Dao Hoa Dich Quy	3	6	0	1							boss037	0	0	0	0	0	40	40															100												10																						180	100		10
673	Thiet Cot Quy Ao	3	6	0	1							boss039	0	0	0	0	0	40	40															100												10																						180	100		10
674	Dao Hoa My Nu	3	6	0	1							boss028	0	0	0	0	0	40	40															100												10																						180	100		10
675	Ban Linh Giang Ho	3	6	0	1							boss060	0	0	0	0	0	40	40															100												10																						180	100		10
676	Quang Truong Nu Hiep	3	6	0	1							boss059	0	0	0	0	0	40	40															100												10																						180	100		10
677	25·À²âÊÔ¹Ö	0	5	1	1			165				boss068	0	0	0	0	0	36	40															100	100	0|100	100	100	100	100	0	0	0	0	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|25	0|25	0|25	0|25	0|25	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
678	50·À²âÊÔ¹Ö	0	5	2	1			165				boss068	0	0	0	0	0	36	40															100	100	0|100	100	100	100	100	0	0	0	0	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
679	75·À²âÊÔ¹Ö	0	5	3	1			165				boss068	0	0	0	0	0	36	40															100	100	0|100	100	100	100	100	0	0	0	0	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
680	100·À²âÊÔ¹Ö	0	5	3	1			165				boss068	0	0	0	0	0	36	40															100	100	0|100	100	100	100	100	0	0	0	0	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
681	Tuyet Tam Thien Su	3	6	0	1							enemy196	0	0	0	0	0	40	40															100												10																						180	100		10
682	Cay Thong Hoang Kim	0	5	0	1							enemy198	0	0	0	0	0	20	20				20											100	100	0|1000	100	100	100	100	0	0	0	0	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
683	Cay Thong Noel	0	5	0	1							enemy197	0	0	0	0	0	14	14				14											100	100	0|1000	100	100	100	100	0	0	0	0	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
684	Nguoi Tuyet	0	5	0	1			131				boss068	0	0	0	0	0	37	38				10											100	100	0|1000	100	100	100	100	0	0	0	0	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
685	Vo Lam Quai Nhan	0	5	0	1			165				enemy081	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|7400	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|90	0|90	0|100	0|100	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
686	Tran Bang Long Tru	0	5	0	1			306				enemy190	0	0	0	0	0	20	20	20	20	20	20											100	100	0|50	0	0	0	0	0	0	1	1	400	10	0	1	50	50	50	50	50	100	50	0	0	0|20	0|20	0|20	0|100	0|20	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
687	Bach Duong Cung Thu Ho Gia	0	5	0	1			230				enemy121	0	0	0	0	0	37	38	20	11	10	10	53	0|10	53	0|10	53	0|10	53	0|10		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|20	0|20	0|20	0|100	0|20	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
688	Kim Nguu Cung Thu Ho Gia	0	5	1	1			231				enemy122	0	0	0	0	0	37	38	20	11	10	10	53	0|12	53	0|12	53	0|12	53	0|12		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|20	0|20	0|20	0|100	0|20	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
689	Song Tu Cung Thu Ho Gia	0	5	2	1			232				enemy123	0	0	0	0	0	37	38	20	11	10	10	53	0|14	53	0|14	53	0|14	53	0|14		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|20	0|20	0|20	0|100	0|20	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
690	Cu Giai Cung Thu Ho Gia	0	5	3	1			233				enemy124	0	0	0	0	0	37	38	20	11	10	10	53	0|16	53	0|16	53	0|16	53	0|16		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|20	0|20	0|20	0|100	0|20	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
691	Su Tu Cung Thu Ho Gia	0	5	4	1			234				enemy125	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|20	0|20	0|20	0|100	0|20	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
692	Xu Nu Cung Thu Ho Gia	0	5	0	1			235				enemy126	0	0	0	0	0	37	38	20	11	10	10	53	0|20	53	0|20	53	0|20	53	0|20		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|20	0|20	0|20	0|100	0|20	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
693	Thien Tu Cung Thu Ho Gia	0	5	1	1			236				enemy127	0	0	0	0	0	37	38	20	11	10	10	53	0|22	53	0|22	53	0|22	53	0|22		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	10	10	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|20	0|20	0|20	0|100	0|20	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
